"layer","id","total_time","sub_sec_cnt","sub_acc_cnt","dep","MERGE"
"4381",1,633,1121,10,0,91,11
"4382",1,633,1746,10,0,88,14
"4383",1,633,1482,10,0,370,11
"4384",1,633,1588,10,0,101,11
"4385",1,633,3500,10,0,373,13
"4386",1,633,1465,10,0,105,11
"4387",1,633,1353,10,0,76,11
"4388",1,633,1129,10,0,82,11
"4389",1,633,2431,10,0,86,17
"4390",1,633,2629,10,0,80,15
"4391",1,633,2191,10,0,442,13
"4392",1,633,1941,10,0,680,14
"4393",1,633,1162,10,0,119,14
"4394",1,633,1248,10,0,195,12
"4395",1,633,1113,10,0,88,11
"4396",1,633,3990,10,0,350,12
"4397",1,633,3713,10,0,1050,15
"4398",1,633,3903,10,0,859,15
"4399",1,633,3746,10,0,965,14
"4400",1,633,2595,10,0,152,11
"4401",1,633,8485,10,0,90,14
"4402",1,633,4981,10,0,123,11
"4403",1,633,2082,10,0,86,15
"4404",1,633,1502,10,0,86,11
"4405",1,633,1734,10,0,72,10
"4406",1,2897,1925,8,0,109,0
"4407",1,633,1727,10,0,83,10
"4408",1,633,1512,10,0,113,10
"4409",1,633,1252,10,0,76,10
"4410",1,633,1459,10,0,108,10
"4411",1,633,1288,10,0,77,11
"4412",1,633,2973,10,0,78,11
"4413",1,633,2568,10,0,76,11
"4414",1,633,1235,10,0,92,10
"4415",1,633,2276,10,0,72,12
"4416",1,633,1115,10,0,72,11
"4417",1,633,3160,10,0,83,17
"4418",1,633,2324,10,0,124,13
"4419",1,633,1163,10,0,69,11
"4420",1,633,1417,10,0,76,11
"4421",1,633,2821,10,0,68,10
"4422",1,633,1919,10,0,87,9
"4423",1,633,1375,10,0,79,12
"4424",1,633,8055,10,0,74,16
"4425",1,633,1627,10,0,69,12
"4426",1,633,1943,10,0,80,10
"4427",1,633,1592,10,0,80,10
"4428",1,633,2217,10,0,106,10
"4429",1,633,1522,10,0,76,15
"4430",1,633,1244,10,0,82,10
"4431",1,633,4344,10,0,112,11
"4432",1,633,7139,10,0,84,15
"4433",1,633,1149,10,0,87,10
"4434",1,633,1184,10,0,83,11
"4435",1,633,2123,10,0,83,12
"4436",1,633,2038,10,0,77,13
"4437",1,633,2515,10,0,76,12
"4438",1,633,1845,10,0,97,12
"4439",1,2458,88051,16,0,86810,33
"4440",1,2458,101944,16,0,100649,31
"4441",1,2458,30296,16,0,28968,31
"4442",1,2458,91103,16,0,89788,30
"4443",1,2458,62188,16,0,60834,31
"4444",1,2458,106027,16,0,104632,29
"4445",1,2458,88129,16,0,86715,31
"4446",1,2458,76964,16,0,75456,29
"4447",1,633,4746,10,0,75,11
"4448",1,633,1126,10,0,70,11
"4449",1,633,2321,10,0,75,11
"4450",1,633,1443,10,0,66,11
"4451",1,633,5104,10,0,88,17
"4452",1,633,10044,10,0,81,10
"4453",1,633,2198,10,0,129,10
"4454",1,633,2036,10,0,175,101
"4455",1,633,2131,10,0,452,15
"4456",1,633,1116,10,0,111,10
"4457",1,633,1805,10,0,177,10
"4458",1,633,1918,10,0,233,10
"4459",1,633,2231,10,0,198,10
"4460",1,633,2229,10,0,218,10
"4461",1,633,1258,10,0,156,10
"4462",1,633,2271,10,0,188,10
"4463",1,633,1152,10,0,111,11
"4464",1,633,2152,10,0,179,9
"4465",1,633,1226,10,0,136,10
"4466",1,633,2266,10,0,229,10
"4467",1,633,4099,10,0,72,12
"4468",1,633,1359,10,0,83,11
"4469",1,633,5147,10,0,72,17
"4470",1,633,4968,10,0,77,14
"4471",1,633,1119,10,0,75,10
"4472",1,633,1384,10,0,80,9
"4473",1,633,1551,10,0,72,10
"4474",1,633,2274,10,0,87,16
"4475",1,633,4289,10,0,85,11
"4476",1,633,8062,10,0,107,11
"4477",1,633,2645,10,0,77,12
"4478",1,633,2955,10,0,68,16
"4479",1,633,2952,10,0,86,11
"4480",1,633,1442,10,0,88,10
"4481",1,633,2190,10,0,70,11
"4482",1,633,1492,10,0,78,12
"4483",1,633,2559,10,0,71,11
"4484",1,633,1242,10,0,81,10
"4485",1,633,2125,10,0,78,10
"4486",1,633,2792,10,0,76,9
"4487",1,633,2268,10,0,69,10
"4488",1,633,1249,10,0,70,10
"4489",1,633,1499,10,0,82,10
"4490",1,633,1724,10,0,71,12
"4491",1,633,8414,10,0,73,12
"4492",1,633,1631,10,0,97,10
"4493",1,633,1541,10,0,97,10
"4494",1,633,1611,10,0,76,9
"4495",1,633,1169,10,0,69,11
"4496",1,633,3823,10,0,75,11
"4497",1,633,1387,10,0,77,12
"4498",1,633,1468,10,0,82,12
"4499",1,633,1155,10,0,83,11
"4500",1,633,2303,10,0,82,16
"4501",1,633,6035,10,0,90,11
"4502",1,633,8578,10,0,80,11
"4503",1,633,3592,10,0,78,11
"4504",1,633,6488,10,0,69,14
"4505",1,633,1070,10,0,68,9
"4506",1,633,3279,10,0,68,10
"4507",1,633,1825,10,0,90,15
"4508",1,633,1225,10,0,65,10
"4509",1,633,1367,10,0,72,10
"4510",1,633,8250,10,0,75,11
"4511",1,633,1292,10,0,113,11
"4512",1,633,1879,10,0,79,10
"4513",1,633,6914,10,0,91,12
"4514",1,633,6216,10,0,90,14
"4515",1,633,2183,10,0,83,11
"4516",1,633,8361,10,0,78,12
"4517",1,633,1919,10,0,79,11
"4518",1,633,5499,10,0,79,11
"4519",1,633,1113,10,0,72,11
"4520",1,2458,1468,16,0,318,30
"4521",1,633,1292,10,0,82,10
"4522",1,633,1296,10,0,68,10
"4523",1,633,5542,10,0,94,12
"4524",1,633,5774,10,0,82,12
"4525",1,633,3989,10,0,82,16
"4526",1,633,3965,10,0,74,13
"4527",1,633,3466,10,0,73,16
"4528",1,633,3417,10,0,73,15
"4529",1,633,1983,10,0,83,17
"4530",1,633,2337,10,0,94,11
"4531",1,633,4847,10,0,74,12
"4532",1,633,3144,10,0,445,12
"4533",1,633,2490,10,0,86,11
"4534",1,633,1365,10,0,343,11
"4535",1,876,7866,13,0,5769,35
"4536",1,467,6925,15,0,4436,38
"4537",1,3066,8913,23,0,5896,36
"4538",1,1564,9439,24,0,6572,36
"4539",1,1555,2241,17,0,683,40
"4540",1,1855,2318,18,0,648,44
"4541",1,2792,1837,18,0,644,41
"4542",1,26,2186,16,0,1169,27
"4543",1,617,4035,18,0,1126,42
"4544",1,56,4155,18,0,1234,40
"4545",1,629,12618,13,0,10367,43
"4546",1,1226,12756,21,0,10758,41
"4547",1,633,1321,10,0,180,10
"4548",1,991,9397,9,0,7489,41
"4549",1,633,1415,10,0,104,12
"4550",1,633,1136,10,0,120,10
"4551",1,633,1102,10,0,90,10
"4552",1,2662,3704,11,0,2218,50
"4553",1,1668,2841,17,0,687,39
"4554",1,1003,3350,8,0,1874,51
"4555",1,2564,3319,17,0,1428,40
"4556",1,2018,5260,11,0,4027,31
"4557",1,2312,2625,13,0,1275,40
"4558",1,1543,5611,12,0,3675,31
"4559",1,3063,2756,17,0,670,40
"4560",1,2497,2121,16,0,655,45
"4561",1,2849,2295,15,0,1190,42
"4562",1,1458,5285,15,0,3738,29
"4563",1,790,1881,17,0,707,42
"4564",1,633,1333,10,0,87,10
"4565",1,1629,3056,16,0,606,41
"4566",1,276,3156,18,0,633,46
"4567",1,985,2052,18,0,799,41
"4568",1,1823,2553,18,0,649,41
"4569",1,2426,1771,13,0,693,27
"4570",1,1749,2068,18,0,657,41
"4571",1,2922,2140,18,0,678,40
"4572",1,891,2325,18,0,653,40
"4573",1,1180,3223,8,0,2000,44
"4574",1,3021,2577,17,0,721,40
"4575",1,486,3193,16,0,1693,42
"4576",1,1778,2722,18,0,676,41
"4577",1,1951,2638,17,0,646,40
"4578",1,2327,3499,18,0,713,43
"4579",1,2539,8704,26,0,5988,36
"4580",1,2283,5508,19,0,3176,65
"4581",1,2984,1945,13,0,710,39
"4582",1,1024,2210,15,0,838,43
"4583",1,2330,3935,15,0,692,43
"4584",1,1430,5488,18,0,2641,46
"4585",1,143,2177,18,0,673,40
"4586",1,2954,1784,17,0,732,38
"4587",1,652,1927,8,0,715,38
"4588",1,540,1978,5,0,670,45
"4589",1,2207,2402,18,0,637,41
"4590",1,2789,2641,17,0,1326,41
"4591",1,167,4500,18,0,1722,44
"4592",1,832,3956,17,0,641,40
"4593",1,2837,1716,18,0,665,43
"4594",1,2089,2233,8,0,795,49
"4595",1,2216,2363,9,0,774,50
"4596",1,1619,2552,18,0,674,42
"4597",1,3049,2111,18,0,601,40
"4598",1,1638,3531,17,0,681,41
"4599",1,1764,2539,8,0,728,24
"4600",1,2577,5932,12,0,4060,33
"4601",1,238,3051,17,0,911,41
"4602",1,1402,2212,7,0,704,41
"4603",1,1436,2265,18,0,693,43
"4604",1,3029,2302,18,0,740,41
"4605",1,2959,2899,17,0,761,40
"4606",1,1766,4035,17,0,2516,39
"4607",1,2413,2236,8,0,726,42
"4608",1,53,2748,18,0,644,41
"4609",1,1020,2538,18,0,578,41
"4610",1,73,2393,16,0,653,43
"4611",1,2841,4805,16,0,2508,59
"4612",1,1742,1924,15,0,677,38
"4613",1,2585,3222,16,0,1531,39
"4614",1,491,1798,17,0,706,40
"4615",1,819,3498,17,0,642,40
"4616",1,2937,3100,15,0,677,37
"4617",1,1027,13360,17,0,11807,39
"4618",1,2015,4904,15,0,2977,59
"4619",1,1250,2027,13,0,696,38
"4620",1,2314,3117,17,0,675,40
"4621",1,2983,2832,17,0,666,39
"4622",1,1995,1917,8,0,796,24
"4623",1,1625,2403,17,0,638,41
"4624",1,495,2938,18,0,699,42
"4625",1,2394,3163,11,0,774,26
"4626",1,1485,3498,16,0,844,40
"4627",1,633,1620,10,0,108,10
"4628",1,633,1634,10,0,101,10
"4629",1,1522,2640,15,0,640,43
"4630",1,479,2689,18,0,674,41
"4631",1,1659,5803,11,0,3644,49
"4632",1,1220,2160,16,0,1116,44
"4633",1,2339,2146,15,0,871,39
"4634",1,2950,1684,13,0,621,28
"4635",1,2149,2988,13,0,623,42
"4636",1,1232,2453,18,0,665,47
"4637",1,2124,2183,11,0,801,26
"4638",1,732,8285,15,0,6693,34
"4639",1,2604,8959,12,0,7038,48
"4640",1,2231,2475,17,0,735,41
"4641",1,2086,1860,13,0,618,35
"4642",1,2573,2234,18,0,738,40
"4643",1,2266,2978,18,0,665,42
"4644",1,1362,1810,15,0,592,30
"4645",1,987,1803,18,0,611,40
"4646",1,2008,1853,18,0,670,46
"4647",1,1186,2989,18,0,700,43
"4648",1,41,2666,13,0,685,39
"4649",1,2248,3126,15,0,777,41
"4650",1,2385,3234,17,0,674,40
"4651",1,2828,2204,18,0,725,43
"4652",1,2197,3540,18,0,670,46
"4653",1,761,2427,18,0,676,42
"4654",1,385,2122,17,0,658,43
"4655",1,1332,2296,17,0,621,41
"4656",1,2186,2615,18,0,639,44
"4657",1,2399,1862,18,0,630,40
"4658",1,885,2710,17,0,640,40
"4659",1,2147,2933,17,0,728,42
"4660",1,538,2888,18,0,731,41
"4661",1,802,2464,17,0,712,40
"4662",1,648,1687,17,0,638,43
"4663",1,1175,2643,18,0,741,42
"4664",1,2532,3083,16,0,751,39
"4665",1,2470,2861,17,0,672,46
"4666",1,1445,1894,10,0,712,44
"4667",1,666,2136,18,0,701,41
"4668",1,2318,2675,17,0,711,40
"4669",1,2544,2805,18,0,656,44
"4670",1,1309,3031,16,0,690,40
"4671",1,2321,2869,16,0,757,46
"4672",1,1552,2181,10,0,993,19
"4673",1,1594,2518,18,0,676,42
"4674",1,124,32664,56,0,30662,93
"4675",1,347,2698,15,0,721,45
"4676",1,1666,2613,18,0,701,41
"4677",1,2681,3154,15,0,642,40
"4678",1,69,2421,16,0,676,38
"4679",1,296,2843,17,0,750,41
"4680",1,749,3440,16,0,1547,52
"4681",1,102,1709,13,0,639,31
"4682",1,504,2146,17,0,632,41
"4683",1,2019,2346,13,0,701,28
"4684",1,2567,2091,11,0,704,26
"4685",1,1711,1769,17,0,671,40
"4686",1,2320,5127,59,0,3286,90
"4687",1,387,6257,59,0,4365,91
"4688",1,1528,3308,17,0,619,40
"4689",1,1829,2079,8,0,706,23
"4690",1,2702,2481,16,0,715,40
"4691",1,633,1133,10,0,92,11
"4692",1,1424,2156,15,0,655,38
"4693",1,2879,2986,16,0,692,40
"4694",1,2570,4689,15,0,3067,38
"4695",1,633,1122,10,0,108,11
"4696",1,301,2985,11,0,1622,26
"4697",1,2753,2874,18,0,1170,41
"4698",1,785,3561,18,0,2015,43
"4699",1,633,1526,10,0,100,10
"4700",1,2301,2027,13,0,661,36
"4701",1,252,1830,18,0,709,51
"4702",1,16,2724,15,0,629,38
"4703",1,2386,3811,18,0,2524,40
"4704",1,2683,2397,17,0,680,47
"4705",1,403,2978,18,0,1793,46
"4706",1,2583,2761,18,0,654,47
"4707",1,2347,2696,18,0,807,46
"4708",1,132,1839,18,0,601,44
"4709",1,1077,2517,17,0,679,40
"4710",1,781,1813,3,0,792,10
"4711",1,2650,3867,17,0,1289,44
"4712",1,1920,2429,18,0,638,41
"4713",1,1869,2634,17,0,742,40
"4714",1,3027,2807,13,0,850,37
"4715",1,2468,2601,18,0,659,42
"4716",1,197,3318,17,0,1676,45
"4717",1,2779,2459,18,0,635,41
"4718",1,1121,2204,16,0,768,40
"4719",1,1082,2787,18,0,734,40
"4720",1,226,2145,15,0,661,37
"4721",1,1009,2249,16,0,656,44
"4722",1,957,11732,6,0,10518,18
"4723",1,1814,3373,17,0,658,41
"4724",1,2654,2106,17,0,657,40
"4725",1,775,2751,14,0,1409,20
"4726",1,1241,1690,17,0,638,39
"4727",1,1911,1810,15,0,706,40
"4728",1,582,1969,13,0,690,36
"4729",1,335,2558,16,0,667,39
"4730",1,2172,1733,16,0,664,39
"4731",1,1454,2628,17,0,704,41
"4732",1,2260,2425,13,0,652,28
"4733",1,784,2135,11,0,652,27
"4734",1,239,2282,18,0,676,45
"4735",1,76,2180,18,0,733,41
"4736",1,380,1699,8,0,624,27
"4737",1,1159,2900,18,0,656,41
"4738",1,2107,2379,15,0,882,38
"4739",1,1904,2476,17,0,880,39
"4740",1,2595,2504,18,0,689,41
"4741",1,1538,2133,18,0,698,41
"4742",1,2745,2164,18,0,678,46
"4743",1,2214,2566,14,0,991,21
"4744",1,686,3441,17,0,825,41
"4745",1,1821,2642,17,0,634,40
"4746",1,1684,2780,18,0,694,43
"4747",1,3027,2472,13,0,596,36
"4748",1,3055,2150,18,0,674,41
"4749",1,2268,2642,17,0,626,39
"4750",1,2896,2379,18,0,690,41
"4751",1,840,2949,16,0,603,45
"4752",1,149,2296,18,0,615,46
"4753",1,2622,2387,15,0,670,43
"4754",1,2471,3409,17,0,615,40
"4755",1,160,24543,3,0,23540,21
"4756",1,2963,3095,18,0,707,42
"4757",1,519,3510,16,0,597,41
"4758",1,2092,3572,17,0,693,41
"4759",1,2219,2015,13,0,607,27
"4760",1,1899,3636,17,0,646,40
"4761",1,610,3543,18,0,658,41
"4762",1,2082,2307,18,0,571,42
"4763",1,624,2287,14,0,767,20
"4764",1,2541,1939,17,0,747,39
"4765",1,2428,1728,16,0,685,39
"4766",1,2079,2394,18,0,680,44
"4767",1,1530,1875,8,0,599,25
"4768",1,1931,2447,18,0,654,48
"4769",1,2456,1694,5,0,632,16
"4770",1,557,2173,13,0,740,26
"4771",1,1286,1795,17,0,618,45
"4772",1,3027,2440,13,0,638,41
"4773",1,234,2972,11,0,674,29
"4774",1,1160,1825,17,0,648,40
"4775",1,1337,2386,17,0,704,45
"4776",1,825,2206,16,0,675,43
"4777",1,2818,2549,17,0,638,40
"4778",1,2048,2371,17,0,610,40
"4779",1,1665,2039,15,0,682,15
"4780",1,120,3030,18,0,659,46
"4781",1,2885,2087,16,0,635,42
"4782",1,2281,2090,18,0,707,42
"4783",1,1963,2552,15,0,699,42
"4784",1,1101,2547,18,0,711,40
"4785",1,1185,3050,18,0,681,41
"4786",1,579,1733,15,0,677,39
"4787",1,854,1860,18,0,752,43
"4788",1,1537,2511,11,0,619,26
"4789",1,2130,2477,17,0,607,39
"4790",1,2209,1808,17,0,721,45
"4791",1,262,1759,18,0,666,42
"4792",1,436,2058,8,0,610,24
"4793",1,2537,3183,18,0,645,40
"4794",1,2639,2730,18,0,696,40
"4795",1,337,2408,14,0,716,18
"4796",1,1974,1786,17,0,700,40
"4797",1,1338,3060,18,0,713,46
"4798",1,2910,2117,16,0,660,39
"4799",1,2576,2413,18,0,1301,42
"4800",1,1710,2510,17,0,1357,39
"4801",1,2563,2393,16,0,697,43
"4802",1,2500,2400,18,0,733,42
"4803",1,2926,2479,16,0,815,41
"4804",1,1576,2488,15,0,736,37
"4805",1,1927,2178,17,0,686,39
"4806",1,3027,3292,13,0,581,36
"4807",1,918,9539,9,0,7881,48
"4808",1,2527,3130,13,0,659,36
"4809",1,163,2715,13,0,648,35
"4810",1,2376,3785,17,0,686,42
"4811",1,2607,3394,15,0,1128,41
"4812",1,1113,3029,17,0,662,44
"4813",1,841,2368,11,0,775,25
"4814",1,480,2399,18,0,864,42
"4815",1,2513,3105,17,0,698,39
"4816",1,2057,2814,16,0,742,39
"4817",1,1295,3192,4,0,1517,54
"4818",1,1580,2975,15,0,703,39
"4819",1,831,2658,18,0,687,41
"4820",1,3067,3821,18,0,674,41
"4821",1,1988,2110,14,0,1002,19
"4822",1,1006,1936,13,0,726,26
"4823",1,2069,1878,18,0,742,45
"4824",1,525,2358,18,0,779,43
"4825",1,1665,2777,15,0,1510,16
"4826",1,633,1513,10,0,128,10
"4827",1,2844,3538,11,0,1496,25
"4828",1,3027,3599,13,0,1544,36
"4829",1,742,1830,18,0,746,45
"4830",1,2898,3123,18,0,708,42
"4831",1,61,7134,11,0,1504,51
"4832",1,801,1944,14,0,704,21
"4833",1,899,2062,13,0,882,18
"4834",1,2936,4048,17,0,677,42
"4835",1,267,45828,100,0,42403,154
"4836",1,1550,4234,3,0,3027,10
"4837",1,2816,1913,17,0,705,45
"4838",1,295,2094,16,0,715,40
"4839",1,39,1694,13,0,672,27
"4840",1,650,2614,15,0,730,41
"4841",1,136,2570,15,0,860,50
"4842",1,1093,2202,14,0,847,21
"4843",1,1343,2570,14,0,937,19
"4844",1,2422,2938,18,0,673,40
"4845",1,2628,2686,11,0,1278,22
"4846",1,1498,1788,18,0,688,41
"4847",1,637,2070,17,0,659,42
"4848",1,2382,1912,14,0,894,19
"4849",1,2129,3618,12,0,1297,29
"4850",1,1600,1862,18,0,679,45
"4851",1,2778,2175,13,0,792,36
"4852",1,583,2519,15,0,933,42
"4853",1,344,2388,17,0,743,41
"4854",1,1500,3116,12,0,1295,42
"4855",1,2744,2197,4,0,1054,13
"4856",1,1431,2562,17,0,833,41
"4857",1,420,4263,18,0,3152,40
"4858",1,1966,4445,17,0,3182,40
"4859",1,3002,1954,15,0,779,39
"4860",1,3018,3068,17,0,708,39
"4861",1,529,6659,12,0,4072,56
"4862",1,634,2185,18,0,706,43
"4863",1,2995,2044,15,0,880,38
"4864",1,2499,2832,18,0,797,40
"4865",1,679,3334,4,0,2180,10
"4866",1,20,4585,16,0,653,38
"4867",1,2970,1880,8,0,862,31
"4868",1,247,2045,18,0,675,44
"4869",1,1786,2598,18,0,743,42
"4870",1,1205,2266,17,0,695,47
"4871",1,2969,2179,16,0,676,44
"4872",1,1915,3351,18,0,674,48
"4873",1,1697,4289,26,0,3223,26
"4874",1,1356,2337,13,0,633,41
"4875",1,94,1910,8,0,700,23
"4876",1,633,1127,10,0,97,10
"4877",1,578,2358,18,0,690,41
"4878",1,2461,2510,18,0,790,46
"4879",1,1327,2230,18,0,802,47
"4880",1,2727,2521,18,0,733,48
"4881",1,1081,2502,15,0,644,43
"4882",1,2863,2526,17,0,700,40
"4883",1,536,2324,17,0,736,40
"4884",1,108,2588,18,0,754,41
"4885",1,633,1222,10,0,101,10
"4886",1,904,3831,17,0,679,41
"4887",1,2587,3022,18,0,730,42
"4888",1,1793,3481,18,0,740,45
"4889",1,1034,5358,17,0,679,40
"4890",1,2535,2970,17,0,740,41
"4891",1,1944,2708,18,0,708,41
"4892",1,1001,2770,18,0,698,41
"4893",1,45,3437,18,0,1330,40
"4894",1,445,2801,15,0,1226,56
"4895",1,597,1919,16,0,811,45
"4896",1,956,1993,18,0,625,47
"4897",1,1541,2299,15,0,746,42
"4898",1,1894,2468,17,0,686,42
"4899",1,1592,2867,18,0,677,49
"4900",1,909,2855,17,0,693,48
"4901",1,574,1837,18,0,642,42
"4902",1,980,1785,16,0,620,40
"4903",1,119,2683,17,0,785,40
"4904",1,1468,3611,18,0,751,41
"4905",1,1553,2742,18,0,690,42
"4906",1,2488,2038,17,0,715,40
"4907",1,1525,1789,11,0,723,26
"4908",1,1133,3218,16,0,709,39
"4909",1,1590,4325,18,0,1930,54
"4910",1,422,2314,17,0,622,42
"4911",1,1012,2942,15,0,646,43
"4912",1,313,3049,16,0,676,40
"4913",1,1416,3093,16,0,679,38
"4914",1,2180,2129,11,0,697,25
"4915",1,2460,2077,13,0,751,36
"4916",1,1615,1914,15,0,669,38
"4917",1,1341,1973,8,0,742,43
"4918",1,1284,2715,16,0,818,43
"4919",1,3080,1874,1,0,624,42
"4920",1,251,2610,2,0,585,39
"4921",1,2991,3104,8,0,723,27
"4922",1,517,3707,17,0,591,41
"4923",1,1051,3895,18,0,714,55
"4924",1,3042,3076,17,0,709,45
"4925",1,701,3321,15,0,652,44
"4926",1,1755,1654,13,0,595,27
"4927",1,633,1559,10,0,105,11
"4928",1,633,2033,10,0,121,10
"4929",1,807,2161,9,0,1103,32
"4930",1,220,3282,18,0,602,41
"4931",1,222,2526,18,0,705,41
"4932",1,2582,2382,2,0,597,40
"4933",1,1947,1903,1,0,620,14
"4934",1,1137,1802,8,0,736,35
"4935",1,2929,2893,18,0,716,41
"4936",1,1990,2601,18,0,624,40
"4937",1,746,1714,17,0,707,42
"4938",1,1162,1730,17,0,639,41
"4939",1,513,2577,8,0,599,31
"4940",1,716,1979,16,0,657,38
"4941",1,1706,2763,11,0,714,26
"4942",1,633,1101,10,0,94,9
"4943",1,1004,2211,18,0,723,41
"4944",1,707,2452,18,0,695,41
"4945",1,533,2260,13,0,1140,26
"4946",1,232,1798,9,0,624,33
"4947",1,520,2096,13,0,1049,19
"4948",1,1686,2752,18,0,745,42
"4949",1,849,2063,13,0,1053,24
"4950",1,1163,2191,9,0,1048,13
"4951",1,2400,1786,18,0,753,45
"4952",1,1457,3307,18,0,727,47
"4953",1,2840,2015,13,0,575,41
"4954",1,1480,2305,15,0,668,37
"4955",1,2304,2770,7,0,1447,26
"4956",1,2049,3029,17,0,762,45
"4957",1,1730,2113,17,0,681,40
"4958",1,1426,2538,17,0,743,41
"4959",1,765,1899,8,0,634,52
"4960",1,2812,2032,18,0,689,41
"4961",1,2105,4451,17,0,701,45
"4962",1,2495,5442,17,0,798,40
"4963",1,1556,2648,18,0,757,41
"4964",1,87,1988,19,0,254,21
"4965",1,1881,3444,25,0,2099,32
"4966",1,348,2892,18,0,685,40
"4967",1,1008,2266,16,0,741,39
"4968",1,881,4295,12,0,2570,33
"4969",1,1572,2354,15,0,704,38
"4970",1,2901,2681,18,0,742,41
"4971",1,791,2768,16,0,752,40
"4972",1,1497,1856,13,0,688,26
"4973",1,2290,2066,18,0,716,41
"4974",1,1476,7123,97,0,3184,327
"4975",1,892,2274,17,0,737,40
"4976",1,1127,2006,18,0,651,41
"4977",1,1582,2155,8,0,785,24
"4978",1,1565,1971,1,0,338,44
"4979",1,48,3783,11,0,703,15
"4980",1,633,1843,10,0,92,12
"4981",1,633,1816,10,0,95,10
"4982",1,2062,3267,17,0,730,40
"4983",1,1224,1802,6,0,665,24
"4984",1,2605,6538,26,0,1515,83
"4985",1,1275,6585,97,0,1709,335
"4986",1,1623,3746,17,0,823,42
"4987",1,2253,2796,16,0,688,44
"4988",1,1223,4741,8,0,1486,30
"4989",1,633,1375,10,0,289,53
"4990",1,633,1629,10,0,273,16
"4991",1,1546,4708,15,0,704,174
"4992",1,1259,6024,13,0,696,36
"4993",1,311,38043,802,0,25749,1143
"4994",1,971,2524,15,0,1057,45
"4995",1,1775,2569,9,0,948,30
"4996",1,3019,3585,17,0,670,43
"4997",1,317,2419,13,0,819,27
"4998",1,1487,2874,18,0,980,44
"4999",1,433,3245,18,0,1586,38
"5000",1,2838,1811,12,0,744,31
"5001",1,427,2293,15,0,1206,19
"5002",1,2140,1841,11,0,666,27
"5003",1,2336,1762,18,0,658,40
"5004",1,381,2718,18,0,658,42
"5005",1,139,2563,18,0,659,43
"5006",1,882,1733,18,0,650,42
"5007",1,225,1833,6,0,691,31
"5008",1,146,3147,18,0,762,42
"5009",1,858,3794,14,0,2309,27
"5010",1,330,2122,18,0,671,42
"5011",1,1709,1925,18,0,645,46
"5012",1,2024,2318,17,0,642,42
"5013",1,1230,2514,13,0,877,33
"5014",1,2493,5076,36,0,3825,26
"5015",1,1366,2739,15,0,671,39
"5016",1,1486,2124,6,0,682,34
"5017",1,1895,2133,18,0,657,48
"5018",1,33,1815,18,0,612,41
"5019",1,2630,1878,17,0,685,40
"5020",1,2338,1861,17,0,683,43
"5021",1,2945,2525,17,0,671,54
"5022",1,1989,2272,17,0,774,40
"5023",1,2952,2183,17,0,687,45
"5024",1,1026,3182,18,0,711,51
"5025",1,200,2298,18,0,640,40
"5026",1,586,1954,16,0,756,38
"5027",1,623,2675,17,0,727,44
"5028",1,1617,3406,17,0,692,51
"5029",1,2656,2779,17,0,677,47
"5030",1,545,3060,18,0,675,41
"5031",1,2766,3122,17,0,667,40
"5032",1,1350,2465,16,0,642,38
"5033",1,1900,4023,17,0,1966,41
"5034",1,2928,3523,15,0,1981,39
"5035",1,243,2911,17,0,849,45
"5036",1,51,2493,15,0,881,34
"5037",1,2050,3031,18,0,1396,44
"5038",1,2073,2160,5,0,843,18
"5039",1,910,3349,17,0,738,43
"5040",1,43,2755,17,0,720,44
"5041",1,1774,1992,13,0,703,26
"5042",1,1854,2569,17,0,745,44
"5043",1,2467,2700,17,0,708,42
"5044",1,2709,5108,30,0,2563,56
"5045",1,1945,2923,17,0,698,44
"5046",1,134,2916,18,0,620,47
"5047",1,2459,2993,18,0,636,46
"5048",1,2933,2632,16,0,773,38
"5049",1,292,2457,13,0,620,31
"5050",1,667,2045,8,0,658,26
"5051",1,1736,2316,17,0,722,44
"5052",1,2441,2540,18,0,662,45
"5053",1,1142,2146,16,0,628,40
"5054",1,2346,2591,69,0,368,78
"5055",1,1960,2115,15,0,721,41
"5056",1,1849,2119,8,0,674,24
"5057",1,5,4555,21,0,794,53
"5058",1,2118,2232,16,0,609,40
"5059",1,2228,2531,6,0,642,14
"5060",1,2891,3178,19,0,1005,37
"5061",1,150,2034,16,0,618,47
"5062",1,22,1840,13,0,612,27
"5063",1,3044,10113,110,0,6235,347
"5064",1,2669,2795,8,0,655,27
"5065",1,1372,1966,11,0,666,28
"5066",1,2074,2035,13,0,805,42
"5067",1,2781,2156,15,0,710,39
"5068",1,1461,1616,53,0,391,6
"5069",1,1884,7618,82,0,2937,152
"5070",1,2326,3006,18,0,768,40
"5071",1,2041,1632,17,0,609,40
"5072",1,700,3325,6,0,1484,23
"5073",1,2026,3943,18,0,673,44
"5074",1,1782,2209,13,0,639,40
"5075",1,1700,1993,17,0,611,40
"5076",1,1355,3973,35,0,1323,74
"5077",1,1102,2695,8,0,468,43
"5078",1,1685,2437,15,0,716,38
"5079",1,2819,2897,6,0,1615,23
"5080",1,1754,3731,18,0,648,49
"5081",1,1231,4197,18,0,809,42
"5082",1,2757,3300,15,0,676,59
"5083",1,2171,5301,50,0,2509,74
"5084",1,2776,2770,7,0,895,26
"5085",1,719,3774,20,0,788,39
"5086",1,2848,2841,18,0,687,42
"5087",1,1745,2265,8,0,1046,23
"5088",1,2030,3132,18,0,662,45
