"layer","id","total_time","sub_sec_cnt","sub_acc_cnt","dep","MERGE"
"688",1,633,5886,10,0,4453,11
"689",1,633,5908,10,0,4176,11
"690",1,633,3945,10,0,2131,10
"691",1,633,2359,10,0,1279,10
"692",1,633,3775,10,0,1947,10
"693",1,633,3046,10,0,1320,10
"694",1,633,3858,10,0,2141,9
"695",1,633,3580,10,0,2338,11
"696",1,633,2792,10,0,1152,10
"697",1,633,4066,10,0,2273,10
"698",1,633,4072,10,0,2254,10
"699",1,633,3215,10,0,1924,10
"700",1,633,2227,10,0,1176,10
"701",1,633,3424,10,0,2341,12
"702",1,633,3469,10,0,2414,10
"703",1,633,3495,10,0,2343,10
"704",1,633,3468,10,0,2052,10
"705",1,633,2082,10,0,1054,10
"706",1,633,3112,10,0,1983,11
"707",1,633,2232,10,0,1218,10
"708",1,633,3447,10,0,2407,11
"709",1,633,3012,10,0,2011,11
"710",1,633,2330,10,0,995,11
"711",1,633,2981,10,0,1739,10
"712",1,633,3359,10,0,2259,12
"713",1,633,3365,10,0,2234,10
"714",1,633,3575,10,0,2270,11
"715",1,633,3574,10,0,2162,9
"716",1,633,3319,10,0,2114,10
"717",1,633,3102,10,0,2044,11
"718",1,633,3272,10,0,2026,10
"719",1,633,4544,10,0,1116,10
"720",1,633,4066,10,0,1960,10
"721",1,633,3572,10,0,2020,10
"722",1,633,5195,10,0,2029,10
"723",1,633,3879,10,0,2132,11
"724",1,633,2329,10,0,1195,11
"725",1,633,3259,10,0,2162,11
"726",1,633,2635,10,0,1550,10
"727",1,633,2318,10,0,1185,10
"728",1,633,6487,10,0,5431,11
"729",1,633,6951,10,0,5884,9
"730",1,633,6750,10,0,5375,10
"731",1,633,7038,10,0,5434,11
"732",1,633,2287,10,0,835,9
